CustomerID,recency,frequency,monetary,r_score,f_score,m_score,segment
12468,187,2,729.5400000000001,1,1,3,Lost
12471,1,30,19788.65,5,4,5,Champion
12472,31,7,6572.11,4,4,5,Champion
12473,28,5,3928.0499999999997,4,3,5,Loyal Customer
12474,16,18,7324.09,4,4,5,Champion
12475,53,1,723.38,3,1,3,Potential Loyalist
12476,15,11,6816.42,4,4,5,Champion
12477,22,6,13219.74,4,3,5,Loyal Customer
12478,3,1,680.99,5,1,3,New Customer
12479,10,1,527.2,5,1,3,New Customer
12480,27,4,3281.63,4,3,5,Loyal Customer
12481,22,10,5579.82,4,4,5,Champion
12483,16,8,2484.98,4,4,5,Champion
12484,32,6,4527.32,4,3,5,Loyal Customer
12488,9,3,1298.66,5,2,4,New Customer
12489,335,1,334.93,1,1,2,Lost
12490,4,10,5417.93,5,4,5,Champion
12491,38,1,460.40000000000003,3,1,2,Potential Loyalist
12492,62,2,263.21000000000004,3,1,2,Potential Loyalist
12493,165,2,433.74,2,1,2,Lost
12494,15,7,1246.1000000000001,4,4,4,Champion
12497,81,1,1043.1,2,1,4,Lost
12498,20,3,403.70000000000005,4,2,2,New Customer
12500,22,11,4257.82,4,4,5,Champion
12501,336,1,2169.39,1,1,5,Lost
12502,95,5,3723.87,2,3,5,At Risk
12504,17,2,482.04999999999995,4,1,2,New Customer
12506,232,1,73.5,1,1,1,Lost
12507,133,3,1304.81,2,2,4,Lost
12508,25,2,397.88,4,1,2,New Customer
12509,283,1,176.5,1,1,1,Lost
12510,142,2,982.5699999999999,2,1,4,Lost
12512,65,2,132.18,3,1,1,Potential Loyalist
12513,112,1,612.29,2,1,3,Lost
12514,266,1,1017.68,1,1,4,Lost
12515,352,1,383.7,1,1,2,Lost
12516,77,2,1312.06,2,1,4,Lost
12517,27,5,2481.6,4,3,5,Loyal Customer
12518,0,5,2056.89,5,3,5,Loyal Customer
12519,63,1,330.84,3,1,2,Potential Loyalist
12520,78,5,2634.26,2,3,5,At Risk
12521,142,1,599.68,2,1,3,Lost
12522,38,2,192.72,3,1,1,Potential Loyalist
12523,18,11,1789.77,4,4,4,Champion
12524,8,8,4485.72,5,4,5,Champion
12526,0,3,1316.66,5,2,4,New Customer
12527,81,3,348.71000000000004,2,2,2,Lost
12528,8,6,1933.48,5,3,4,Loyal Customer
12530,59,4,1662.28,3,3,4,Loyal Customer
12531,14,1,125.22,4,1,1,New Customer
12532,29,1,349.83000000000004,4,1,2,New Customer
12534,130,1,1089.18,2,1,4,Lost
12535,91,2,716.35,2,1,3,Lost
12536,42,3,12601.830000000002,3,2,5,Potential Loyalist
12538,28,1,363.95,4,1,2,New Customer
12539,21,4,5568.35,4,3,5,Loyal Customer
12540,19,17,13400.24,4,4,5,Champion
12541,29,3,981.18,4,2,4,New Customer
12544,35,1,372.7,3,1,2,Potential Loyalist
12545,74,2,1000.39,2,1,4,Lost
12546,46,2,1161.5,3,1,4,Potential Loyalist
12547,197,2,207.79999999999998,1,1,1,Lost
12548,165,1,95.19999999999999,2,1,1,Lost
12550,78,1,964.83,2,1,4,Lost
12551,357,1,168.0,1,1,1,Lost
12552,38,2,437.82,3,1,2,Potential Loyalist
12553,7,10,3692.28,5,4,5,Champion
12556,49,2,599.56,3,1,3,Potential Loyalist
12557,15,5,11990.960000000001,4,3,5,Loyal Customer
12558,7,1,269.96,5,1,2,New Customer
12559,310,2,561.71,1,1,3,Lost
12560,4,3,2134.01,5,2,5,New Customer
12561,302,1,238.85,1,1,1,Lost
12562,7,7,3781.7400000000002,5,4,5,Champion
12564,260,1,456.9,1,1,2,Lost
12565,288,1,145.92,1,1,1,Lost
12566,85,1,351.65,2,1,2,Lost
12567,22,10,9401.28,4,4,5,Champion
12569,1,32,4124.69,5,4,5,Champion
12571,39,2,519.61,3,1,3,Potential Loyalist
12572,8,2,1020.42,5,1,4,New Customer
12573,226,1,160.54000000000002,1,1,1,Lost
12574,315,1,218.45,1,1,1,Lost
12576,35,5,1315.83,3,3,4,Loyal Customer
12577,34,3,626.6,3,2,3,Potential Loyalist
12578,20,2,2794.51,4,1,5,New Customer
12579,77,1,440.42,2,1,2,Lost
12580,246,1,415.7,1,1,2,Lost
12581,39,1,197.71,3,1,1,Potential Loyalist
12582,238,2,511.36,1,1,3,Lost
12583,2,15,7281.38,5,4,5,Champion
12584,3,9,2338.15,5,4,5,Champion
12585,233,2,2040.1,1,1,4,Lost
12586,16,1,196.94000000000003,4,1,1,New Customer
12587,7,1,144.0,5,1,1,New Customer
12588,38,1,214.89999999999998,3,1,1,Potential Loyalist
12589,28,2,646.68,4,1,3,New Customer
12590,210,2,9864.26,1,1,5,Lost
12591,316,1,452.84999999999997,1,1,2,Lost
12592,91,2,437.6,2,1,2,Lost
12593,108,3,418.09999999999997,2,2,2,Lost
12594,37,10,3338.2200000000003,3,4,5,Loyal Customer
12596,50,2,618.27,3,1,3,Potential Loyalist
12597,18,4,3811.22,4,3,5,Loyal Customer
12598,9,8,3023.08,5,4,5,Champion
12599,28,7,1032.58,4,4,4,Champion
12600,28,10,2599.04,4,4,5,Champion
12601,189,5,577.0600000000001,1,3,3,At Risk
12602,58,1,153.12,3,1,1,Potential Loyalist
12603,21,1,739.1999999999999,4,1,3,New Customer
12604,78,2,254.18,2,1,2,Lost
12607,59,1,1579.51,3,1,4,Potential Loyalist
12609,77,3,1126.85,2,2,4,Lost
12610,22,5,2099.54,4,3,5,Loyal Customer
12611,51,1,1193.32,3,1,4,Potential Loyalist
12612,73,1,704.0400000000001,2,1,3,Lost
12613,56,5,3344.38,3,3,5,Loyal Customer
12614,277,1,315.6,1,1,2,Lost
12615,1,4,2291.19,5,3,5,Loyal Customer
12616,94,2,713.3,2,1,3,Lost
12617,28,1,352.98,4,1,2,New Customer
12618,21,1,177.31,4,1,1,New Customer
12619,15,9,3641.24,4,4,5,Champion
12620,14,3,1339.41,4,2,4,New Customer
12621,1,20,13689.67,5,4,5,Champion
12622,231,1,180.1,1,1,1,Lost
12623,275,1,305.1,1,1,2,Lost
12624,105,2,641.13,2,1,3,Lost
12625,211,2,2683.82,1,1,5,Lost
12626,22,9,6620.48,4,4,5,Champion
12627,10,7,4478.53,5,4,5,Champion
12628,3,3,786.46,5,2,3,New Customer
12630,9,2,1270.88,5,1,4,New Customer
12631,56,1,640.5,3,1,3,Potential Loyalist
12633,58,4,2163.98,3,3,5,Loyal Customer
12635,89,2,1689.18,2,1,4,Lost
12637,66,8,6002.9,3,4,5,Loyal Customer
12638,32,1,671.69,4,1,3,New Customer
12639,238,1,486.1,1,1,2,Lost
12640,23,3,1174.58,4,2,4,New Customer
12641,114,1,185.9,2,1,1,Lost
12642,24,3,1013.26,4,2,4,New Customer
12643,127,6,3344.64,2,3,5,At Risk
12644,129,1,477.91,2,1,2,Lost
12645,33,4,1775.18,3,3,4,Loyal Customer
12646,4,2,1346.97,5,1,4,New Customer
12647,21,12,3722.82,4,4,5,Champion
12648,154,1,318.05,2,1,2,Lost
12649,106,3,623.51,2,2,3,Lost
12650,2,1,314.44,5,1,2,New Customer
12651,334,1,114.0,1,1,1,Lost
12652,330,1,919.98,1,1,3,Lost
12653,148,2,2209.85,2,1,5,Lost
12654,10,5,601.98,5,3,3,Loyal Customer
12656,16,5,4051.17,4,3,5,Loyal Customer
12657,10,4,1643.18,5,3,4,Loyal Customer
12658,18,1,686.05,4,1,3,New Customer
12659,29,1,91.68,4,1,1,New Customer
12660,10,1,245.1,5,1,1,New Customer
12662,0,11,3849.78,5,4,5,Champion
12664,7,9,4881.88,5,4,5,Champion
12665,324,1,63.0,1,1,1,Lost
12667,57,1,620.13,3,1,3,Potential Loyalist
12668,11,4,3807.15,5,3,5,Loyal Customer
12669,150,3,2744.0299999999997,2,2,5,Lost
12670,9,5,2996.05,5,3,5,Loyal Customer
12672,329,1,225.89999999999998,1,1,1,Lost
12673,4,2,610.52,5,1,3,New Customer
12674,38,4,1970.6,3,3,4,Loyal Customer
12676,24,6,1331.39,4,3,4,Loyal Customer
12678,41,12,17628.46,3,4,5,Loyal Customer
12679,58,4,1113.02,3,3,4,Loyal Customer
12680,0,4,862.81,5,3,3,Loyal Customer
12681,14,22,13787.54,4,4,5,Champion
12682,3,31,12279.82,5,4,5,Champion
12683,3,15,8476.57,5,4,5,Champion
12684,7,7,2283.63,5,4,5,Champion
12685,27,6,2863.08,4,3,5,Loyal Customer
12686,371,1,89.14,1,1,1,Lost
12688,113,1,4873.8099999999995,2,1,5,Lost
12689,25,2,1247.61,4,1,4,New Customer
12690,205,1,389.01,1,1,2,Lost
12691,27,6,1035.8,4,3,4,Loyal Customer
12693,126,4,855.91,2,3,3,At Risk
12694,69,2,869.67,3,1,3,Potential Loyalist
12695,6,4,582.1,5,3,3,Loyal Customer
12697,28,3,957.59,4,2,4,New Customer
12700,7,4,4939.99,5,3,5,Loyal Customer
12701,79,2,797.71,2,1,3,Lost
12702,19,1,219.0,4,1,1,New Customer
12703,70,1,283.55,3,1,2,Potential Loyalist
12704,6,8,2340.84,5,4,5,Champion
12705,14,9,6868.29,4,4,5,Champion
12707,291,1,603.42,1,1,3,Lost
12708,29,10,2712.91,4,4,5,Champion
12709,14,15,9706.52,4,4,5,Champion
12710,96,3,1149.02,2,2,4,Lost
12712,28,13,4396.13,4,4,5,Champion
12713,0,1,848.55,5,1,3,New Customer
12714,8,5,4708.86,5,3,5,Loyal Customer
12715,105,1,343.36,2,1,2,Lost
12716,3,2,1053.49,5,1,4,New Customer
12717,150,2,1030.98,2,1,4,Lost
12718,70,1,238.25,3,1,1,Potential Loyalist
12719,4,2,644.95,5,1,3,New Customer
12720,2,25,5781.73,5,4,5,Champion
12721,31,6,2656.13,4,3,5,Loyal Customer
12722,84,4,997.63,2,3,4,At Risk
12723,3,5,725.07,5,3,3,Loyal Customer
12724,4,4,1031.41,5,3,4,Loyal Customer
12725,370,1,427.8,1,1,2,Lost
12726,27,7,2609.1,4,4,5,Champion
12727,10,7,3980.7,5,4,5,Champion
12728,70,4,836.33,3,3,3,Loyal Customer
12729,113,1,453.01,2,1,2,Lost
12731,23,12,18895.91,4,4,5,Champion
12732,179,1,236.26000000000002,1,1,1,Lost
12733,233,1,383.95,1,1,2,Lost
12734,352,1,110.39999999999999,1,1,1,Lost
12735,314,2,779.5699999999999,1,1,3,Lost
12736,332,1,234.0,1,1,1,Lost
12738,371,1,155.35,1,1,1,Lost
12739,77,2,1013.04,2,1,4,Lost
12740,63,1,427.6,3,1,2,Potential Loyalist
12743,133,2,540.13,2,1,3,Lost
12744,51,7,21279.29,3,4,5,Loyal Customer
12747,1,11,4196.01,5,4,5,Champion
12748,0,209,33053.19,5,4,5,Champion
12749,3,5,4090.88,5,3,5,Loyal Customer
12750,128,1,275.88,2,1,2,Lost
12752,80,1,4366.78,2,1,5,Lost
12753,22,6,21429.39,4,3,5,Loyal Customer
12754,235,3,3010.74,1,2,5,Lost
12755,280,2,3811.95,1,1,5,Lost
12756,86,1,112.07999999999998,2,1,1,Lost
12757,15,13,7834.650000000001,4,4,5,Champion
12758,116,2,2791.59,2,1,5,Lost
12759,51,3,1531.44,3,2,4,Potential Loyalist
12762,7,2,1898.52,5,1,4,New Customer
12763,137,2,494.08,2,1,3,Lost
12764,316,1,1693.88,1,1,4,Lost
12766,3,7,6989.63,5,4,5,Champion
12769,238,1,1143.6,1,1,4,Lost
12770,210,1,1351.45,1,1,4,Lost
12772,59,1,892.47,3,1,3,Potential Loyalist
12775,16,5,1386.04,4,3,4,Loyal Customer
12778,19,6,822.23,4,3,3,Loyal Customer
12779,37,8,3981.36,3,4,5,Loyal Customer
12781,63,2,826.74,3,1,3,Potential Loyalist
12782,4,5,2330.92,5,3,5,Loyal Customer
12783,1,6,2225.91,5,3,5,Loyal Customer
12784,8,2,532.8199999999999,5,1,3,New Customer
12785,363,1,311.95,1,1,2,Lost
12787,9,3,463.66,5,2,2,New Customer
12789,64,1,91.85,3,1,1,Potential Loyalist
12790,191,1,324.92,1,1,2,Lost
12791,373,1,192.60000000000002,1,1,1,Lost
12792,256,1,400.53999999999996,1,1,2,Lost
12793,334,2,545.48,1,1,3,Lost
12794,52,2,860.41,3,1,3,Potential Loyalist
12795,18,1,430.48,4,1,2,New Customer
12797,365,1,254.03,1,1,2,Lost
12798,9,3,6977.04,5,2,5,New Customer
12802,186,1,427.58,1,1,2,Lost
12808,36,3,483.65000000000003,3,2,2,Potential Loyalist
12809,177,1,489.31,2,1,3,Lost
12811,260,3,514.85,1,2,3,Lost
12812,44,1,229.64000000000001,3,1,1,Potential Loyalist
12814,101,1,125.92,2,1,1,Lost
12815,147,2,1063.46,2,1,4,Lost
12816,95,2,572.2,2,1,3,Lost
12817,280,1,166.04,1,1,1,Lost
12818,261,1,1542.08,1,1,4,Lost
12820,2,4,942.34,5,3,4,Loyal Customer
12821,213,1,92.72,1,1,1,Lost
12822,70,2,948.88,3,1,4,Potential Loyalist
12823,74,5,1759.5,2,3,4,At Risk
12824,59,1,397.12,3,1,2,Potential Loyalist
12826,2,7,1474.72,5,4,4,Champion
12827,5,3,430.15000000000003,5,2,2,New Customer
12828,2,6,1018.71,5,3,4,Loyal Customer
12829,336,2,293.0,1,1,2,Lost
12830,37,6,6814.64,3,3,5,Loyal Customer
12831,261,1,215.05,1,1,1,Lost
12832,31,2,383.03,4,1,2,New Customer
12833,144,1,417.38,2,1,2,Lost
12834,282,1,312.38,1,1,2,Lost
12836,58,4,2610.36,3,3,5,Loyal Customer
12837,172,1,134.1,2,1,1,Lost
12838,33,2,671.95,3,1,3,Potential Loyalist
12839,2,14,5591.42,5,4,5,Champion
12840,143,4,2726.77,2,3,5,At Risk
12841,4,25,3991.58,5,4,5,Champion
12842,69,2,1118.99,3,1,4,Potential Loyalist
12843,65,8,1702.26,3,4,4,Loyal Customer
12844,28,2,325.96000000000004,4,1,2,New Customer
12845,266,4,354.09,1,3,2,At Risk
12847,21,1,843.64,4,1,3,New Customer
12849,30,2,1010.29,4,1,4,New Customer
12851,96,1,131.81,2,1,1,Lost
12852,294,1,311.55,1,1,2,Lost
12853,134,6,1957.1000000000001,2,3,4,At Risk
12854,78,3,1316.25,2,2,4,Lost
12855,372,1,38.1,1,1,1,Lost
12856,7,6,2170.78,5,3,5,Loyal Customer
12857,210,2,1106.4,1,1,4,Lost
12863,51,1,521.2,3,1,3,Potential Loyalist
12864,137,1,147.12,2,1,1,Lost
12865,25,2,1568.23,4,1,4,New Customer
12866,282,1,559.12,1,1,3,Lost
12867,25,7,4009.34,4,4,5,Champion
12868,185,6,1607.0600000000002,1,3,4,At Risk
12871,83,2,380.64,2,1,2,Lost
12872,326,2,599.97,1,1,3,Lost
12873,281,1,374.0,1,1,2,Lost
12875,142,2,343.2300000000001,2,1,2,Lost
12876,57,2,2218.02,3,1,5,Potential Loyalist
12877,3,12,1535.77,5,4,4,Champion
12878,235,2,854.99,1,1,3,Lost
12879,44,3,573.22,3,2,3,Potential Loyalist
12881,275,1,298.0,1,1,2,Lost
12882,8,2,1463.04,5,1,4,New Customer
12883,24,4,703.47,4,3,3,Loyal Customer
12884,87,1,309.05,2,1,2,Lost
12885,62,3,1175.22,3,2,4,Potential Loyalist
12886,67,2,1378.4,3,1,4,Potential Loyalist
12888,213,2,354.12,1,1,2,Lost
12890,23,1,376.71999999999997,4,1,2,New Customer
12891,185,3,331.0,1,2,2,Lost
12893,30,1,176.55,4,1,1,New Customer
12895,41,2,372.8,3,1,2,Potential Loyalist
12897,204,2,216.5,1,1,1,Lost
12901,8,28,17654.54,5,4,5,Champion
12902,264,1,138.68,1,1,1,Lost
12904,17,2,496.06,4,1,3,New Customer
12906,11,5,2919.81,5,3,5,Loyal Customer
12908,175,2,750.0,2,1,3,Lost
12909,39,5,2178.67,3,3,5,Loyal Customer
12910,22,8,3075.04,4,4,5,Champion
12912,2,5,1662.3,5,3,4,Loyal Customer
12913,4,5,2483.63,5,3,5,Loyal Customer
12915,148,2,363.65,2,1,2,Lost
12916,138,4,2944.95,2,3,5,At Risk
12917,127,1,594.0,2,1,3,Lost
12919,7,6,1335.19,5,3,4,Loyal Customer
12920,16,1,162.78,4,1,1,New Customer
12921,8,37,16587.09,5,4,5,Champion
12922,160,1,405.38,2,1,2,Lost
12923,63,1,172.82,3,1,1,Potential Loyalist
12924,87,4,933.7,2,3,4,At Risk
12925,4,2,694.05,5,1,3,New Customer
12928,34,5,2062.7000000000003,3,3,5,Loyal Customer
12929,311,1,117.85,1,1,1,Lost
12930,77,2,415.8,2,1,2,Lost
12931,21,15,42055.96,4,4,5,Champion
12933,23,3,607.53,4,2,3,New Customer
12935,1,7,2160.7,5,4,5,Champion
12936,16,4,1063.9,4,3,4,Loyal Customer
12937,14,4,1504.27,4,3,4,Loyal Customer
12938,25,1,114.14,4,1,1,New Customer
12939,63,8,11581.8,3,4,5,Loyal Customer
12940,54,2,899.69,3,1,3,Potential Loyalist
12942,130,3,675.6,2,2,3,Lost
12944,35,2,604.51,3,1,3,Potential Loyalist
12945,287,1,462.95,1,1,2,Lost
12947,143,6,1603.99,2,3,4,At Risk
12948,15,7,2064.95,4,4,5,Champion
12949,30,8,4167.22,4,4,5,Champion
12950,1,3,1843.0,5,2,4,New Customer
12951,8,6,1064.07,5,3,4,Loyal Customer
12952,5,4,1387.79,5,3,4,Loyal Customer
12953,9,1,329.85,5,1,2,New Customer
12955,0,11,4757.16,5,4,5,Champion
12956,305,1,108.07,1,1,1,Lost
12957,9,8,4017.54,5,4,5,Champion
12962,6,2,266.39,5,1,2,New Customer
12963,7,8,1856.63,5,4,4,Champion
12965,88,1,769.8100000000001,2,1,3,Lost
12966,9,1,160.18,5,1,1,New Customer
12967,357,2,1660.9,1,1,4,Lost
12968,111,1,135.95,2,1,1,Lost
12970,6,4,405.47,5,3,2,Loyal Customer
12971,3,86,11189.91,5,4,5,Champion
12974,197,1,144.8,1,1,1,Lost
12976,211,1,738.6,1,1,3,Lost
12977,155,1,39.239999999999995,2,1,1,Lost
12980,157,9,7374.900000000001,2,4,5,At Risk
12981,29,2,372.21999999999997,4,1,2,New Customer
12982,242,1,390.54,1,1,2,Lost
12984,18,1,97.5,4,1,1,New Customer
12985,0,2,1239.38,5,1,4,New Customer
12987,73,2,558.7,2,1,3,Lost
12988,291,1,505.82,1,1,3,Lost
12989,2,15,6924.110000000001,5,4,5,Champion
12990,30,3,409.5,4,2,2,New Customer
12991,22,2,503.76,4,1,3,New Customer
12993,22,4,414.76,4,3,2,Loyal Customer
12994,3,3,974.4200000000001,5,2,4,New Customer
12995,84,1,211.32,2,1,1,Lost
12997,21,4,1226.89,4,3,4,Loyal Customer
12999,195,3,455.88,1,2,2,Lost
13000,106,3,534.85,2,2,3,Lost
13001,3,13,9785.970000000001,5,4,5,Champion
13002,317,1,120.94999999999999,1,1,1,Lost
13003,105,3,149.05,2,2,1,Lost
13004,11,18,5655.91,5,4,5,Champion
13005,173,2,513.7,2,1,3,Lost
13006,55,1,81.57,3,1,1,Potential Loyalist
13008,322,1,229.46999999999997,1,1,1,Lost
13011,371,1,50.550000000000004,1,1,1,Lost
13012,8,8,1646.8400000000001,5,4,4,Champion
13013,0,13,4810.9400000000005,5,4,5,Champion
13014,10,10,3466.2799999999997,5,4,5,Champion
13015,52,5,3339.64,3,3,5,Loyal Customer
13016,72,3,789.89,2,2,3,Lost
13017,6,1,204.0,5,1,1,New Customer
13018,15,28,7277.7,4,4,5,Champion
13021,3,9,2616.38,5,4,5,Champion
13023,63,2,689.9,3,1,3,Potential Loyalist
13026,0,5,975.36,5,3,4,Loyal Customer
13027,113,6,6912.0,2,3,5,At Risk
13028,22,2,661.3199999999999,4,1,3,New Customer
13029,30,3,1247.5,4,2,4,New Customer
13030,10,2,752.4399999999999,5,1,3,New Customer
13032,51,2,1010.18,3,1,4,Potential Loyalist
13033,356,1,190.55,1,1,1,Lost
13034,54,2,642.77,3,1,3,Potential Loyalist
13035,73,2,921.88,2,1,3,Lost
13037,137,3,881.07,2,2,3,Lost
13038,79,3,908.46,2,2,3,Lost
13040,8,2,676.99,5,1,3,New Customer
13043,272,1,516.42,1,1,3,Lost
13044,290,1,560.47,1,1,3,Lost
13045,98,1,305.28000000000003,2,1,2,Lost
13046,30,2,629.31,4,1,3,New Customer
13047,31,10,3237.54,4,4,5,Champion
13048,13,4,1819.41,4,3,4,Loyal Customer
13049,63,2,656.6800000000001,3,1,3,Potential Loyalist
13050,14,17,5836.86,4,4,5,Champion
13052,211,1,348.15000000000003,1,1,2,Lost
13055,77,3,1214.41,2,2,4,Lost
13058,24,3,271.40000000000003,4,2,2,New Customer
13059,249,1,183.4,1,1,1,Lost
13060,253,1,307.53,1,1,2,Lost
13061,71,1,248.61,3,1,1,Potential Loyalist
13062,190,1,346.98,1,1,2,Lost
13064,12,4,1105.59,5,3,4,Loyal Customer
13065,372,1,205.86,1,1,1,Lost
13066,23,2,470.8,4,1,2,New Customer
13067,81,1,115.46000000000001,2,1,1,Lost
13068,9,2,344.0,5,1,2,New Customer
13069,0,24,4431.44,5,4,5,Champion
13070,191,1,228.8,1,1,1,Lost
13072,266,1,177.15,1,1,1,Lost
13075,129,1,919.61,2,1,3,Lost
13077,0,4,728.02,5,3,3,Loyal Customer
13078,2,26,12627.94,5,4,5,Champion
13079,3,5,220.10000000000002,5,3,1,Loyal Customer
13080,178,1,58.08,2,1,1,Lost
13081,11,11,28337.38,5,4,5,Champion
13082,125,9,3613.63,2,4,5,At Risk
13083,3,2,303.75,5,1,2,New Customer
13085,157,2,416.08000000000004,2,1,2,Lost
13089,2,97,58762.08,5,4,5,Champion
13090,8,14,8910.82,5,4,5,Champion
13091,27,1,345.82,4,1,2,New Customer
13092,70,5,477.83,3,3,2,Loyal Customer
13093,275,8,7832.47,1,4,5,At Risk
13094,20,12,1927.3200000000002,4,4,4,Champion
13095,70,1,74.39999999999999,3,1,1,Potential Loyalist
13097,32,10,6003.22,4,4,5,Champion
13098,0,28,28882.44,5,4,5,Champion
13099,98,1,207.35999999999999,2,1,1,Lost
13101,233,1,101.19,1,1,1,Lost
13102,0,24,6424.09,5,4,5,Champion
13103,39,1,243.94,3,1,1,Potential Loyalist
13104,2,6,1098.48,5,3,4,Loyal Customer
13106,132,1,76.5,2,1,1,Lost
13107,43,4,1531.6200000000001,3,3,4,Loyal Customer
13108,372,1,350.06,1,1,2,Lost
13109,59,2,786.54,3,1,3,Potential Loyalist
13110,30,7,1488.67,4,4,4,Champion
13113,0,24,12245.960000000001,5,4,5,Champion
13115,11,4,2294.78,5,3,5,Loyal Customer
13116,137,1,501.14,2,1,3,Lost
13117,21,8,984.91,4,4,4,Champion
13118,19,5,1197.81,4,3,4,Loyal Customer
13120,238,1,30.599999999999998,1,1,1,Lost
13121,268,1,283.73,1,1,2,Lost
13122,93,2,922.39,2,1,3,Lost
13124,89,3,3756.33,2,2,5,Lost
13126,4,8,2099.64,5,4,5,Champion
13127,77,1,259.17,2,1,2,Lost
13130,93,1,64.0,2,1,1,Lost
13131,22,3,1073.3,4,2,4,New Customer
